CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
DK003	Frederiksborg amt (NUTS 1999)	Frederiksborg amt (NUTS 1999)	Frederiksborg amt (NUTS 1999)	N	
DK004	Roskilde amt (NUTS 1999)	Roskilde amt (NUTS 1999)	Roskilde amt (NUTS 1999)	N	
DK005	Vestsjællands amt (NUTS 1999)	Vestsjællands amt (NUTS 1999)	Vestsjællands amt (NUTS 1999)	N	
DK006	Storstrøms amt (NUTS 1999)	Storstrøms amt (NUTS 1999)	Storstrøms amt (NUTS 1999)	N	
DK007	Bornholms amt (NUTS 1999)	Bornholms amt (NUTS 1999)	Bornholms amt (NUTS 1999)	N	
DK008	Fyns amt (NUTS 1999)	Fyns amt (NUTS 1999)	Fyns amt (NUTS 1999)	N	
DK009	Sønderjyllands amt (NUTS 1999)	Sønderjyllands amt (NUTS 1999)	Sønderjyllands amt (NUTS 1999)	N	
DK00A	Ribe amt (NUTS 1999)	Ribe amt (NUTS 1999)	Ribe amt (NUTS 1999)	N	
DK00B	Vejle amt (NUTS 1999)	Vejle amt (NUTS 1999)	Vejle amt (NUTS 1999)	N	
DK00C	Ringkøbing amt (NUTS 1999)	Ringkøbing amt (NUTS 1999)	Ringkøbing amt (NUTS 1999)	N	
DK00D	Århus amt (NUTS 1999)	Århus amt (NUTS 1999)	Århus amt (NUTS 1999)	N	
DK00E	Viborg amt (NUTS 1999)	Viborg amt (NUTS 1999)	Viborg amt (NUTS 1999)	N	
DK00F	Nordjyllands amt (NUTS 1999)	Nordjyllands amt (NUTS 1999)	Nordjyllands amt (NUTS 1999)	N	
DK_CAP	København	København	København	Y	
DKX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
DKXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
DKXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
DE	Germany	Allemagne	Deutschland	Y	
DE_TOT	Germany including former GDR	Allemagne incluant l'ancienne RDA	Deutschland einschließlich ehemalige DDR	N	
DEW	Federal Republic of Germany (former territory of the FRG only)	République fédérale d'Allemagne (uniquement ancien territoire de la RFA)	Bundesrepublik Deutschland (nur früheres Gebiet der BRD)	N	
EX_DD	German Democratic Republic	République démocratique allemande	Deutsche Demokratische Republik	N	Former German Democratic Republic (until 1990)/new Länder (from 1991)
DE1	Baden-Württemberg	Baden-Württemberg	Baden-Württemberg	Y	
DE11	Stuttgart	Stuttgart	Stuttgart	Y	
DE111	Stuttgart, Stadtkreis	Stuttgart, Stadtkreis	Stuttgart, Stadtkreis	Y	
DE112	Böblingen	Böblingen	Böblingen	Y	
DE113	Esslingen	Esslingen	Esslingen	Y	
DE114	Göppingen	Göppingen	Göppingen	Y	
DE115	Ludwigsburg	Ludwigsburg	Ludwigsburg	Y	
DE116	Rems-Murr-Kreis	Rems-Murr-Kreis	Rems-Murr-Kreis	Y	
DE117	Heilbronn, Stadtkreis	Heilbronn, Stadtkreis	Heilbronn, Stadtkreis	Y	
DE118	Heilbronn, Landkreis	Heilbronn, Landkreis	Heilbronn, Landkreis	Y	
DE119	Hohenlohekreis	Hohenlohekreis	Hohenlohekreis	Y	
DE11A	Schwäbisch Hall	Schwäbisch Hall	Schwäbisch Hall	Y	
DE11B	Main-Tauber-Kreis	Main-Tauber-Kreis	Main-Tauber-Kreis	Y	
DE11C	Heidenheim	Heidenheim	Heidenheim	Y	
DE11D	Ostalbkreis	Ostalbkreis	Ostalbkreis	Y	
DE12	Karlsruhe	Karlsruhe	Karlsruhe	Y	
DE121	Baden-Baden, Stadtkreis	Baden-Baden, Stadtkreis	Baden-Baden, Stadtkreis	Y	
DE122	Karlsruhe, Stadtkreis	Karlsruhe, Stadtkreis	Karlsruhe, Stadtkreis	Y	
DE123	Karlsruhe, Landkreis	Karlsruhe, Landkreis	Karlsruhe, Landkreis	Y	
DE124	Rastatt	Rastatt	Rastatt	Y	
DE125	Heidelberg, Stadtkreis	Heidelberg, Stadtkreis	Heidelberg, Stadtkreis	Y	
DE126	Mannheim, Stadtkreis	Mannheim, Stadtkreis	Mannheim, Stadtkreis	Y	
DE127	Neckar-Odenwald-Kreis	Neckar-Odenwald-Kreis	Neckar-Odenwald-Kreis	Y	
DE128	Rhein-Neckar-Kreis	Rhein-Neckar-Kreis	Rhein-Neckar-Kreis	Y	
DE129	Pforzheim, Stadtkreis	Pforzheim, Stadtkreis	Pforzheim, Stadtkreis	Y	
DE12A	Calw	Calw	Calw	Y	
DE12B	Enzkreis	Enzkreis	Enzkreis	Y	
DE12C	Freudenstadt	Freudenstadt	Freudenstadt	Y	
DE13	Freiburg	Freiburg	Freiburg	Y	
DE131	Freiburg im Breisgau, Stadtkreis	Freiburg im Breisgau, Stadtkreis	Freiburg im Breisgau, Stadtkreis	Y	
DE132	Breisgau-Hochschwarzwald	Breisgau-Hochschwarzwald	Breisgau-Hochschwarzwald	Y	
DE133	Emmendingen	Emmendingen	Emmendingen	Y	
DE134	Ortenaukreis	Ortenaukreis	Ortenaukreis	Y	
DE135	Rottweil	Rottweil	Rottweil	Y	
DE136	Schwarzwald-Baar-Kreis	Schwarzwald-Baar-Kreis	Schwarzwald-Baar-Kreis	Y	
DE137	Tuttlingen	Tuttlingen	Tuttlingen	Y	
DE138	Konstanz	Konstanz	Konstanz	Y	
DE139	Lörrach	Lörrach	Lörrach	Y	
DE13A	Waldshut	Waldshut	Waldshut	Y	
DE14	Tübingen	Tübingen	Tübingen	Y	
DE141	Reutlingen	Reutlingen	Reutlingen	Y	
DE142	Tübingen, Landkreis	Tübingen, Landkreis	Tübingen, Landkreis	Y	
DE143	Zollernalbkreis	Zollernalbkreis	Zollernalbkreis	Y	
DE144	Ulm, Stadtkreis	Ulm, Stadtkreis	Ulm, Stadtkreis	Y	
DE145	Alb-Donau-Kreis	Alb-Donau-Kreis	Alb-Donau-Kreis	Y	
DE146	Biberach	Biberach	Biberach	Y	
DE147	Bodenseekreis	Bodenseekreis	Bodenseekreis	Y	
DE148	Ravensburg	Ravensburg	Ravensburg	Y	
DE149	Sigmaringen	Sigmaringen	Sigmaringen	Y	
DE1_E	Baden-Württemberg East	Baden-Württemberg - Est	Baden-Württemberg - Ost	N	
DE1_N_W	Baden-Württemberg North West	Baden-Württemberg - Nord-Ouest	Baden-Württemberg - Nordwest	N	
DE1_S_W	Baden-Württemberg South West	Baden-Württemberg - Sud-Ouest	Baden-Württemberg - Südwest	N	
DE1BA	Baden	Baden	Baden	N	
DE1WU	Württemberg	Württemberg	Württemberg	N	
DE2	Bayern	Bayern	Bayern	Y	
DE21	Oberbayern	Oberbayern	Oberbayern	Y	
DE211	Ingolstadt, Kreisfreie Stadt	Ingolstadt, Kreisfreie Stadt	Ingolstadt, Kreisfreie Stadt	Y	
DE212	München, Kreisfreie Stadt	München, Kreisfreie Stadt	München, Kreisfreie Stadt	Y	
DE213	Rosenheim, Kreisfreie Stadt	Rosenheim, Kreisfreie Stadt	Rosenheim, Kreisfreie Stadt	Y	
DE214	Altötting	Altötting	Altötting	Y	
DE215	Berchtesgadener Land	Berchtesgadener Land	Berchtesgadener Land	Y	
DE216	Bad Tölz-Wolfratshausen	Bad Tölz-Wolfratshausen	Bad Tölz-Wolfratshausen	Y	
DE217	Dachau	Dachau	Dachau	Y	
DE218	Ebersberg	Ebersberg	Ebersberg	Y	
DE219	Eichstätt	Eichstätt	Eichstätt	Y	
DE21A	Erding	Erding	Erding	Y	
DE21B	Freising	Freising	Freising	Y	
DE21C	Fürstenfeldbruck	Fürstenfeldbruck	Fürstenfeldbruck	Y	
DE21D	Garmisch-Partenkirchen	Garmisch-Partenkirchen	Garmisch-Partenkirchen	Y	
DE21E	Landsberg am Lech	Landsberg am Lech	Landsberg am Lech	Y	
DE21F	Miesbach	Miesbach	Miesbach	Y	
DE21G	Mühldorf a. Inn	Mühldorf a. Inn	Mühldorf a. Inn	Y	
DE21H	München, Landkreis	München, Landkreis	München, Landkreis	Y	
DE21I	Neuburg-Schrobenhausen	Neuburg-Schrobenhausen	Neuburg-Schrobenhausen	Y	
DE21J	Pfaffenhofen a. d. Ilm	Pfaffenhofen a. d. Ilm	Pfaffenhofen a. d. Ilm	Y	
DE21K	Rosenheim, Landkreis	Rosenheim, Landkreis	Rosenheim, Landkreis	Y	
DE21L	Starnberg	Starnberg	Starnberg	Y	
DE21M	Traunstein	Traunstein	Traunstein	Y	
DE21N	Weilheim-Schongau	Weilheim-Schongau	Weilheim-Schongau	Y	
DE22	Niederbayern	Niederbayern	Niederbayern	Y	
DE221	Landshut, Kreisfreie Stadt	Landshut, Kreisfreie Stadt	Landshut, Kreisfreie Stadt	Y	
DE222	Passau, Kreisfreie Stadt	Passau, Kreisfreie Stadt	Passau, Kreisfreie Stadt	Y	
DE223	Straubing, Kreisfreie Stadt	Straubing, Kreisfreie Stadt	Straubing, Kreisfreie Stadt	Y	
DE224	Deggendorf	Deggendorf	Deggendorf	Y	
DE225	Freyung-Grafenau	Freyung-Grafenau	Freyung-Grafenau	Y	
DE226	Kelheim	Kelheim	Kelheim	Y	
DE227	Landshut, Landkreis	Landshut, Landkreis	Landshut, Landkreis	Y	
DE228	Passau, Landkreis	Passau, Landkreis	Passau, Landkreis	Y	
DE229	Regen	Regen	Regen	Y	
DE22A	Rottal-Inn	Rottal-Inn	Rottal-Inn	Y	
DE22B	Straubing-Bogen	Straubing-Bogen	Straubing-Bogen	Y	
DE22C	Dingolfing-Landau	Dingolfing-Landau	Dingolfing-Landau	Y	
DE23	Oberpfalz	Oberpfalz	Oberpfalz	Y	
DE231	Amberg, Kreisfreie Stadt	Amberg, Kreisfreie Stadt	Amberg, Kreisfreie Stadt	Y	
DE232	Regensburg, Kreisfreie Stadt	Regensburg, Kreisfreie Stadt	Regensburg, Kreisfreie Stadt	Y	
DE233	Weiden i. d. Opf, Kreisfreie Stadt	Weiden i. d. Opf, Kreisfreie Stadt	Weiden i. d. Opf, Kreisfreie Stadt	Y	
DE234	Amberg-Sulzbach	Amberg-Sulzbach	Amberg-Sulzbach	Y	
DE235	Cham	Cham	Cham	Y	
DE236	Neumarkt i. d. OPf.	Neumarkt i. d. OPf.	Neumarkt i. d. OPf.	Y	
DE237	Neustadt a. d. Waldnaab	Neustadt a. d. Waldnaab	Neustadt a. d. Waldnaab	Y	
DE238	Regensburg, Landkreis	Regensburg, Landkreis	Regensburg, Landkreis	Y	
DE239	Schwandorf	Schwandorf	Schwandorf	Y	
DE23A	Tirschenreuth	Tirschenreuth	Tirschenreuth	Y	
DE2FRA	Franken	Franken	Franken	N	
DE24	Oberfranken	Oberfranken	Oberfranken	Y	
DE241	Bamberg, Kreisfreie Stadt	Bamberg, Kreisfreie Stadt	Bamberg, Kreisfreie Stadt	Y	
DE242	Bayreuth, Kreisfreie Stadt	Bayreuth, Kreisfreie Stadt	Bayreuth, Kreisfreie Stadt	Y	
DE243	Coburg, Kreisfreie Stadt	Coburg, Kreisfreie Stadt	Coburg, Kreisfreie Stadt	Y	
DE244	Hof, Kreisfreie Stadt	Hof, Kreisfreie Stadt	Hof, Kreisfreie Stadt	Y	
DE245	Bamberg, Landkreis	Bamberg, Landkreis	Bamberg, Landkreis	Y	
DE246	Bayreuth, Landkreis	Bayreuth, Landkreis	Bayreuth, Landkreis	Y	
DE247	Coburg, Landkreis	Coburg, Landkreis	Coburg, Landkreis	Y	
DE248	Forchheim	Forchheim	Forchheim	Y	
DE249	Hof, Landkreis	Hof, Landkreis	Hof, Landkreis	Y	
DE24A	Kronach	Kronach	Kronach	Y	
DE24B	Kulmbach	Kulmbach	Kulmbach	Y	
DE24C	Lichtenfels	Lichtenfels	Lichtenfels	Y	
DE24D	Wunsiedel i. Fichtelgebirge	Wunsiedel i. Fichtelgebirge	Wunsiedel i. Fichtelgebirge	Y	
DE25	Mittelfranken	Mittelfranken	Mittelfranken	Y	
DE251	Ansbach, Kreisfreie Stadt	Ansbach, Kreisfreie Stadt	Ansbach, Kreisfreie Stadt	Y	
DE252	Erlangen, Kreisfreie Stadt	Erlangen, Kreisfreie Stadt	Erlangen, Kreisfreie Stadt	Y	
DE253	Fürth, Kreisfreie Stadt	Fürth, Kreisfreie Stadt	Fürth, Kreisfreie Stadt	Y	
DE254	Nürnberg, Kreisfreie Stadt	Nürnberg, Kreisfreie Stadt	Nürnberg, Kreisfreie Stadt	Y	
DE255	Schwabach, Kreisfreie Stadt	Schwabach, Kreisfreie Stadt	Schwabach, Kreisfreie Stadt	Y	
DE256	Ansbach, Landkreis	Ansbach, Landkreis	Ansbach, Landkreis	Y	
DE257	Erlangen-Höchstadt	Erlangen-Höchstadt	Erlangen-Höchstadt	Y	
DE258	Fürth, Landkreis	Fürth, Landkreis	Fürth, Landkreis	Y	
DE259	Nürnberger Land	Nürnberger Land	Nürnberger Land	Y	
DE25A	Neustadt a. d. Aisch-Bad Windsheim	Neustadt a. d. Aisch-Bad Windsheim	Neustadt a. d. Aisch-Bad Windsheim	Y	
DE25B	Roth	Roth	Roth	Y	
DE25C	Weißenburg-Gunzenhausen	Weißenburg-Gunzenhausen	Weißenburg-Gunzenhausen	Y	
DE26	Unterfranken	Unterfranken	Unterfranken	Y	
DE261	Aschaffenburg, Kreisfreie Stadt	Aschaffenburg, Kreisfreie Stadt	Aschaffenburg, Kreisfreie Stadt	Y	
DE262	Schweinfurt, Kreisfreie Stadt	Schweinfurt, Kreisfreie Stadt	Schweinfurt, Kreisfreie Stadt	Y	
DE263	Würzburg, Kreisfreie Stadt	Würzburg, Kreisfreie Stadt	Würzburg, Kreisfreie Stadt	Y	
DE264	Aschaffenburg, Landkreis	Aschaffenburg, Landkreis	Aschaffenburg, Landkreis	Y	
DE265	Bad Kissingen	Bad Kissingen	Bad Kissingen	Y	
DE266	Rhön-Grabfeld	Rhön-Grabfeld	Rhön-Grabfeld	Y	
DE267	Haßberge	Haßberge	Haßberge	Y	
DE268	Kitzingen	Kitzingen	Kitzingen	Y	
DE269	Miltenberg	Miltenberg	Miltenberg	Y	
DE26A	Main-Spessart	Main-Spessart	Main-Spessart	Y	
DE26B	Schweinfurt, Landkreis	Schweinfurt, Landkreis	Schweinfurt, Landkreis	Y	
DE26C	Würzburg, Landkreis	Würzburg, Landkreis	Würzburg, Landkreis	Y	
DE27	Schwaben	Schwaben	Schwaben	Y	
DE271	Augsburg, Kreisfreie Stadt	Augsburg, Kreisfreie Stadt	Augsburg, Kreisfreie Stadt	Y	
DE272	Kaufbeuren, Kreisfreie Stadt	Kaufbeuren, Kreisfreie Stadt	Kaufbeuren, Kreisfreie Stadt	Y	
DE273	Kempten (Allgäu), Kreisfreie Stadt	Kempten (Allgäu), Kreisfreie Stadt	Kempten (Allgäu), Kreisfreie Stadt	Y	
DE274	Memmingen, Kreisfreie Stadt	Memmingen, Kreisfreie Stadt	Memmingen, Kreisfreie Stadt	Y	
DE275	Aichach-Friedberg	Aichach-Friedberg	Aichach-Friedberg	Y	
DE276	Augsburg, Landkreis	Augsburg, Landkreis	Augsburg, Landkreis	Y	
DE277	Dillingen a.d. Donau	Dillingen a.d. Donau	Dillingen a.d. Donau	Y	
DE278	Günzburg	Günzburg	Günzburg	Y	
DE279	Neu-Ulm	Neu-Ulm	Neu-Ulm	Y	
DE27A	Lindau (Bodensee)	Lindau (Bodensee)	Lindau (Bodensee)	Y	
DE27B	Ostallgäu	Ostallgäu	Ostallgäu	Y	
DE27C	Unterallgäu	Unterallgäu	Unterallgäu	Y	
DE27D	Donau-Ries	Donau-Ries	Donau-Ries	Y	
DE27E	Oberallgäu	Oberallgäu	Oberallgäu	Y	
DE2_E	Bayern - East	Bayern - Est	Bayern - Ost	N	
DE2_N	Bayern - North	Bayern - Nord	Bayern - Nord	N	
DE2_S	Bayern - South	Bayern - Sud	Bayern - Süd	N	
DE3_5_6	Berlin, Bremen, Hamburg	Berlin, Bremen, Hamburg	Berlin, Bremen, Hamburg	Y	
DE3	Berlin	Berlin	Berlin	Y	
DE30	Berlin	Berlin	Berlin	Y	
DE300	Berlin	Berlin	Berlin	Y	
DE301	Berlin-West, Stadt (NUTS 1999)	Berlin-West, Stadt (NUTS 1999)	Berlin-West, Stadt (NUTS 1999)	N	
DE302	Berlin-Ost, Stadt (NUTS 1999)	Berlin-Ost, Stadt (NUTS 1999)	Berlin-Ost, Stadt (NUTS 1999)	N	
DE4	Brandenburg	Brandenburg	Brandenburg	Y	
DE40	Brandenburg	Brandenburg	Brandenburg	Y	
DE401	Brandenburg an der Havel, Kreisfreie Stadt	Brandenburg an der Havel, Kreisfreie Stadt	Brandenburg an der Havel, Kreisfreie Stadt	Y	
DE402	Cottbus, Kreisfreie Stadt	Cottbus, Kreisfreie Stadt	Cottbus, Kreisfreie Stadt	Y	
DE403	Frankfurt (Oder), Kreisfreie Stadt	Frankfurt (Oder), Kreisfreie Stadt	Frankfurt (Oder), Kreisfreie Stadt	Y	
DE404	Potsdam, Kreisfreie Stadt	Potsdam, Kreisfreie Stadt	Potsdam, Kreisfreie Stadt	Y	
DE405	Barnim	Barnim	Barnim	Y	
DE406	Dahme-Spreewald	Dahme-Spreewald	Dahme-Spreewald	Y	
DE407	Elbe-Elster	Elbe-Elster	Elbe-Elster	Y	
DE408	Havelland	Havelland	Havelland	Y	
DE409	Märkisch-Oderland	Märkisch-Oderland	Märkisch-Oderland	Y	
DE40A	Oberhavel	Oberhavel	Oberhavel	Y	
DE40B	Oberspreewald-Lausitz	Oberspreewald-Lausitz	Oberspreewald-Lausitz	Y	
DE40C	Oder-Spree	Oder-Spree	Oder-Spree	Y	
DE40D	Ostprignitz-Ruppin	Ostprignitz-Ruppin	Ostprignitz-Ruppin	Y	
DE40E	Potsdam-Mittelmark	Potsdam-Mittelmark	Potsdam-Mittelmark	Y	
DE40F	Prignitz	Prignitz	Prignitz	Y	
DE40G	Spree-Neiße	Spree-Neiße	Spree-Neiße	Y	
DE40H	Teltow-Fläming	Teltow-Fläming	Teltow-Fläming	Y	
DE40I	Uckermark	Uckermark	Uckermark	Y	
DE41	Brandenburg - Nordost (NUTS 2006)	Brandenburg - Nordost (NUTS 2006)	Brandenburg - Nordost (NUTS 2006)	N	
DE411	Frankfurt (Oder), Kreisfreie Stadt (NUTS 2006)	Frankfurt (Oder), Kreisfreie Stadt (NUTS 2006)	Frankfurt (Oder), Kreisfreie Stadt (NUTS 2006)	N	
DE412	Barnim (NUTS 2006)	Barnim (NUTS 2006)	Barnim (NUTS 2006)	N	
DE413	Märkisch-Oderland (NUTS 2006)	Märkisch-Oderland (NUTS 2006)	Märkisch-Oderland (NUTS 2006)	N	
DE414	Oberhavel (NUTS 2006)	Oberhavel (NUTS 2006)	Oberhavel (NUTS 2006)	N	
DE415	Oder-Spree (NUTS 2006)	Oder-Spree (NUTS 2006)	Oder-Spree (NUTS 2006)	N	
DE416	Ostprignitz-Ruppin (NUTS 2006)	Ostprignitz-Ruppin (NUTS 2006)	Ostprignitz-Ruppin (NUTS 2006)	N	
DE417	Prignitz (NUTS 2006)	Prignitz (NUTS 2006)	Prignitz (NUTS 2006)	N	
DE418	Uckermark (NUTS 2006)	Uckermark (NUTS 2006)	Uckermark (NUTS 2006)	N	
DE42	Brandenburg - Südwest (NUTS 2006)	Brandenburg - Südwest (NUTS 2006)	Brandenburg - Südwest (NUTS 2006)	N	
DE421	Brandenburg an der Havel, Kreisfreie Stadt (NUTS 2006)	Brandenburg an der Havel, Kreisfreie Stadt (NUTS 2006)	Brandenburg an der Havel, Kreisfreie Stadt (NUTS 2006)	N	
DE422	Cottbus, Kreisfreie Stadt (NUTS 2006)	Cottbus, Kreisfreie Stadt (NUTS 2006)	Cottbus, Kreisfreie Stadt (NUTS 2006)	N	
DE423	Potsdam, Kreisfreie Stadt (NUTS 2006)	Potsdam, Kreisfreie Stadt (NUTS 2006)	Potsdam, Kreisfreie Stadt (NUTS 2006)	N	
DE424	Dahme-Spreewald (NUTS 2006)	Dahme-Spreewald (NUTS 2006)	Dahme-Spreewald (NUTS 2006)	N	
DE425	Elbe-Elster (NUTS 2006)	Elbe-Elster (NUTS 2006)	Elbe-Elster (NUTS 2006)	N	
DE426	Havelland (NUTS 2006)	Havelland (NUTS 2006)	Havelland (NUTS 2006)	N	
DE427	Oberspreewald-Lausitz (NUTS 2006)	Oberspreewald-Lausitz (NUTS 2006)	Oberspreewald-Lausitz (NUTS 2006)	N	
DE428	Potsdam-Mittelmark (NUTS 2006)	Potsdam-Mittelmark (NUTS 2006)	Potsdam-Mittelmark (NUTS 2006)	N	
DE429	Spree-Neiße (NUTS 2006)	Spree-Neiße (NUTS 2006)	Spree-Neiße (NUTS 2006)	N	
DE42A	Teltow-Fläming (NUTS 2006)	Teltow-Fläming (NUTS 2006)	Teltow-Fläming (NUTS 2006)	N	
DE5	Bremen	Bremen	Bremen	Y	
DE50	Bremen	Bremen	Bremen	Y	
DE501	Bremen, Kreisfreie Stadt	Bremen, Kreisfreie Stadt	Bremen, Kreisfreie Stadt	Y	
DE502	Bremerhaven, Kreisfreie Stadt	Bremerhaven, Kreisfreie Stadt	Bremerhaven, Kreisfreie Stadt	Y	
DE6	Hamburg	Hamburg	Hamburg	Y	
DE60	Hamburg	Hamburg	Hamburg	Y	
DE600	Hamburg	Hamburg	Hamburg	Y	
DE7	Hessen	Hessen	Hessen	Y	
DE71	Darmstadt	Darmstadt	Darmstadt	Y	
DE711	Darmstadt, Kreisfreie Stadt	Darmstadt, Kreisfreie Stadt	Darmstadt, Kreisfreie Stadt	Y	
DE712	Frankfurt am Main, Kreisfreie Stadt	Frankfurt am Main, Kreisfreie Stadt	Frankfurt am Main, Kreisfreie Stadt	Y	
DE713	Offenbach am Main, Kreisfreie Stadt	Offenbach am Main, Kreisfreie Stadt	Offenbach am Main, Kreisfreie Stadt	Y	
DE714	Wiesbaden, Kreisfreie Stadt	Wiesbaden, Kreisfreie Stadt	Wiesbaden, Kreisfreie Stadt	Y	
DE715	Bergstraße	Bergstraße	Bergstraße	Y	
DE716	Darmstadt-Dieburg	Darmstadt-Dieburg	Darmstadt-Dieburg	Y	
DE717	Groß-Gerau	Groß-Gerau	Groß-Gerau	Y	
DE718	Hochtaunuskreis	Hochtaunuskreis	Hochtaunuskreis	Y	
DE719	Main-Kinzig-Kreis	Main-Kinzig-Kreis	Main-Kinzig-Kreis	Y	
DE71A	Main-Taunus-Kreis	Main-Taunus-Kreis	Main-Taunus-Kreis	Y	
DE71B	Odenwaldkreis	Odenwaldkreis	Odenwaldkreis	Y	
DE71C	Offenbach, Landkreis	Offenbach, Landkreis	Offenbach, Landkreis	Y	
DE71D	Rheingau-Taunus-Kreis	Rheingau-Taunus-Kreis	Rheingau-Taunus-Kreis	Y	
DE71E	Wetteraukreis	Wetteraukreis	Wetteraukreis	Y	
DE72	Gießen	Gießen	Gießen	Y	
DE721	Gießen, Landkreis	Gießen, Landkreis	Gießen, Landkreis	Y	
DE722	Lahn-Dill-Kreis	Lahn-Dill-Kreis	Lahn-Dill-Kreis	Y	
DE723	Limburg-Weilburg	Limburg-Weilburg	Limburg-Weilburg	Y	
DE724	Marburg-Biedenkopf	Marburg-Biedenkopf	Marburg-Biedenkopf	Y	
DE725	Vogelsbergkreis	Vogelsbergkreis	Vogelsbergkreis	Y	
DE73	Kassel	Kassel	Kassel	Y	
DE731	Kassel, Kreisfreie Stadt	Kassel, Kreisfreie Stadt	Kassel, Kreisfreie Stadt	Y	
DE732	Fulda	Fulda	Fulda	Y	
DE733	Hersfeld-Rotenburg	Hersfeld-Rotenburg	Hersfeld-Rotenburg	Y	
DE734	Kassel, Landkreis	Kassel, Landkreis	Kassel, Landkreis	Y	
DE735	Schwalm-Eder-Kreis	Schwalm-Eder-Kreis	Schwalm-Eder-Kreis	Y	
DE736	Waldeck-Frankenberg	Waldeck-Frankenberg	Waldeck-Frankenberg	Y	
DE737	Werra-Meißner-Kreis	Werra-Meißner-Kreis	Werra-Meißner-Kreis	Y	
DE7_N	Hessen - North	Hessen - Nord	Hessen - Nord	N	
DE7_S	Hessen - South	Hessen - Sud	Hessen - Süd	N	
DE7HBG	Hessische Bergstraße	Hessische Bergstraße	Hessische Bergstraße	N	
DE7RHE	Rheingau	Rheingau	Rheingau	N	
DE8	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	Y	
DE80	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	Y	
DE801	Greifswald, Kreisfreie Stadt (NUTS 2010)	Greifswald, Kreisfreie Stadt (NUTS 2010)	Greifswald, Kreisfreie Stadt (NUTS 2010)	N	
DE802	Neubrandenburg, Kreisfreie Stadt (NUTS 2010)	Neubrandenburg, Kreisfreie Stadt (NUTS 2010)	Neubrandenburg, Kreisfreie Stadt (NUTS 2010)	N	
DE803	Rostock, Kreisfreie Stadt	Rostock, Kreisfreie Stadt	Rostock, Kreisfreie Stadt	Y	
DE804	Schwerin, Kreisfreie Stadt	Schwerin, Kreisfreie Stadt	Schwerin, Kreisfreie Stadt	Y	
DE805	Stralsund, Kreisfreie Stadt (NUTS 2010)	Stralsund, Kreisfreie Stadt (NUTS 2010)	Stralsund, Kreisfreie Stadt (NUTS 2010)	N	
DE806	Wismar, Kreisfreie Stadt (NUTS 2010)	Wismar, Kreisfreie Stadt (NUTS 2010)	Wismar, Kreisfreie Stadt (NUTS 2010)	N	
DE807	Bad Doberan (NUTS 2010)	Bad Doberan (NUTS 2010)	Bad Doberan (NUTS 2010)	N	
DE808	Demmin (NUTS 2010)	Demmin (NUTS 2010)	Demmin (NUTS 2010)	N	
DE809	Güstrow (NUTS 2010)	Güstrow (NUTS 2010)	Güstrow (NUTS 2010)	N	
DE80A	Ludwigslust (NUTS 2010)	Ludwigslust (NUTS 2010)	Ludwigslust (NUTS 2010)	N	
DE80B	Mecklenburg-Strelitz (NUTS 2010)	Mecklenburg-Strelitz (NUTS 2010)	Mecklenburg-Strelitz (NUTS 2010)	N	
DE80C	Müritz (NUTS 2010)	Müritz (NUTS 2010)	Müritz (NUTS 2010)	N	
DE80D	Nordvorpommern (NUTS 2010)	Nordvorpommern (NUTS 2010)	Nordvorpommern (NUTS 2010)	N	
DE80E	Nordwestmecklenburg (NUTS 2010)	Nordwestmecklenburg (NUTS 2010)	Nordwestmecklenburg (NUTS 2010)	N	
DE80F	Ostvorpommern (NUTS 2010)	Ostvorpommern (NUTS 2010)	Ostvorpommern (NUTS 2010)	N	
DE80G	Parchim (NUTS 2010)	Parchim (NUTS 2010)	Parchim (NUTS 2010)	N	
DE80H	Rügen (NUTS 2010)	Rügen (NUTS 2010)	Rügen (NUTS 2010)	N	
DE80I	Uecker-Randow (NUTS 2010)	Uecker-Randow (NUTS 2010)	Uecker-Randow (NUTS 2010)	N	
DE80J	Mecklenburgische Seenplatte	Mecklenburgische Seenplatte	Mecklenburgische Seenplatte	Y	
DE80K	Landkreis Rostock	Landkreis Rostock	Landkreis Rostock	Y	
DE80L	Vorpommern-Rügen	Vorpommern-Rügen	Vorpommern-Rügen	Y	
DE80M	Nordwestmecklenburg	Nordwestmecklenburg	Nordwestmecklenburg	Y	
DE80N	Vorpommern-Greifswald	Vorpommern-Greifswald	Vorpommern-Greifswald	Y	
DE80O	Ludwigslust-Parchim	Ludwigslust-Parchim	Ludwigslust-Parchim	Y	
DE9	Niedersachsen	Niedersachsen	Niedersachsen	Y	
DE91	Braunschweig	Braunschweig	Braunschweig	Y	
DE911	Braunschweig, Kreisfreie Stadt	Braunschweig, Kreisfreie Stadt	Braunschweig, Kreisfreie Stadt	Y	
